Beach Name,Latitude,Longitude,Temperature (°C),Humidity (%),Wind Speed (m/s),Cloud Cover (%),Wave Height (m),Ocean Current Velocity (m/s),Sea Surface Temp (°C),Weather Condition,Alert Message,Safety Message
Mumbai Beach,15.2993,80.2707,33.85491163,67.63984094,3.254850342,71.44709034,4.861110291,1.168694824,31.80299851,,"Moderate waves expected, exercise caution while swimming.",Wear sunscreen and reapply every few hours. Drink plenty of fluids to stay hydrated in the heat. Avoid swimming far from the shore. Stay within the designated swimming areas. Monitor the waves and currents closely; avoid swimming if conditions worsen. Be cautious of rip currents and swim parallel to the shore to escape them. Keep an eye out for lifeguard signals or warnings.
Vizag Beach,13.0827,79.8083,22.00102487,60.18222326,3.871533766,48.613983,4.355469299,1.890026189,29.12920174,2,Avoid swimming in rough seas due to strong waves.,"Avoid swimming entirely if the sea is rough and there are warnings. If you must enter the water, always wear a life jacket. Swim only in areas designated by lifeguards. Be extra cautious with strong rip currents – they can quickly carry you out to deeper waters. Always have a buddy when swimming in rough conditions. Stay away from rocks or other hazardous structures in the water. Keep an eye on weather alerts, and get out of the water if conditions worsen."
Pondicherry,13.0827,76.2711,32.13139719,80.65090644,5.913422023,20.3753193,2.874254806,0.000360464,28.76314942,1,Strong waves and cloudy skies. Swimming is not recommended.,"Avoid swimming altogether – rough seas can be dangerous, especially for inexperienced swimmers. If you must enter the water, always wear a life jacket. Swim only in designated areas with lifeguards present. Keep a close watch on weather alerts, as conditions can change quickly. Stay away from rocks, piers, or any dangerous underwater structures. If you're in the water, stay calm and swim parallel to the shore if caught in a rip current. Always swim with a buddy and have an emergency exit plan."
Kerala Beach,13.0827,79.8083,28.62384573,54.050708,5.142794106,41.16609095,2.193924802,0.760918184,26.91364975,,"Moderate waves expected, exercise caution while swimming.",Wear sunscreen and reapply every few hours. Drink plenty of fluids to stay hydrated in the heat. Avoid swimming far from the shore. Stay within the designated swimming areas. Monitor the waves and currents closely; avoid swimming if conditions worsen. Be cautious of rip currents and swim parallel to the shore to escape them. Keep an eye out for lifeguard signals or warnings.
Vizag Beach,18.922,74.124,26.53944705,54.31358891,3.22112933,46.87221684,4.965456779,0.22119888,25.0234498,2,Moderate winds and waves; be cautious and stay near shore.,"Check the weather forecast for any upcoming changes. Use sunscreen with a high SPF, as UV rays can still reach you through clouds. Avoid deep waters if you're not an experienced swimmer. Stay within swimming areas and be cautious around waves. If you're in a group, designate a safe meeting spot in case of emergency. If you're feeling tired, leave the water immediately. Always listen to lifeguard instructions regarding water safety."
Vizag Beach,18.922,76.2711,22.17017558,82.85533478,3.231913621,63.42765806,2.311841009,1.016832885,31.83641581,3,"Rain and moderate waves, stay alert for sudden changes in conditions.","Always check the weather before entering the water, especially with impending storms. Avoid swimming too far from shore as waves may become unpredictable. If there’s lightning, leave the water immediately and seek shelter. Wear a life jacket if you're engaging in water activities. Be cautious of slippery surfaces and rocks along the shore. Keep a close eye on the sea, as sudden storms can make conditions worse. Be prepared to exit the water quickly if conditions change."
Mumbai Beach,15.2993,76.2711,34.53713305,86.35288751,2.259732456,22.20266559,3.391198632,1.983353482,27.84269493,,"Moderate waves expected, exercise caution while swimming.",Wear sunscreen and reapply every few hours. Drink plenty of fluids to stay hydrated in the heat. Avoid swimming far from the shore. Stay within the designated swimming areas. Monitor the waves and currents closely; avoid swimming if conditions worsen. Be cautious of rip currents and swim parallel to the shore to escape them. Keep an eye out for lifeguard signals or warnings.
Vizag Beach,15.2993,72.8347,30.5691864,89.93936544,4.521234182,22.52272143,4.965282044,1.089391823,31.51594159,2,Moderate winds and waves; be cautious and stay near shore.,"Check the weather forecast for any upcoming changes. Use sunscreen with a high SPF, as UV rays can still reach you through clouds. Avoid deep waters if you're not an experienced swimmer. Stay within swimming areas and be cautious around waves. If you're in a group, designate a safe meeting spot in case of emergency. If you're feeling tired, leave the water immediately. Always listen to lifeguard instructions regarding water safety."
Vizag Beach,15.2993,79.8083,28.13995935,79.35426577,5.676698369,72.21413492,4.158046342,1.769902823,26.07756691,1,"Moderate waves, avoid swimming in deep water.","Stay hydrated, especially in the heat. Avoid swimming in areas with strong currents or large waves. Listen to lifeguard instructions and safety signals. Wear a hat or sunglasses to reduce the risk of sunstroke. Avoid alcohol while swimming or participating in water activities. Keep a first aid kit handy for minor injuries. Be aware of sudden weather changes and be ready to exit the water quickly."
Pondicherry,13.0827,79.8083,23.61462539,76.39573841,5.985271084,47.36544336,4.477845588,0.393068358,28.31112455,3,"Rain and moderate waves, stay alert for sudden changes in conditions.","Always check the weather before entering the water, especially with impending storms. Avoid swimming too far from shore as waves may become unpredictable. If there’s lightning, leave the water immediately and seek shelter. Wear a life jacket if you're engaging in water activities. Be cautious of slippery surfaces and rocks along the shore. Keep a close eye on the sea, as sudden storms can make conditions worse. Be prepared to exit the water quickly if conditions change."
Vizag Beach,10.8505,74.124,23.493048,70.33798672,2.811177587,44.40597184,2.082936992,0.070235959,30.2199571,,"High wave conditions, swimming is not recommended.",Stay out of the water if waves are too strong. Always swim with a buddy or in designated safe areas. Avoid alcohol and swimming under the influence. Wear a life jacket if you're unsure of your swimming abilities. Keep a watchful eye on the horizon for signs of worsening weather. Make sure to swim parallel to the shore if caught in a rip current. Be aware of your surroundings and stay close to shore if possible.
Vizag Beach,17.6869,80.2707,29.19022971,61.40344023,5.858736031,35.05823119,2.825945695,0.051488523,27.81943171,2,Moderate winds and waves; be cautious and stay near shore.,"Check the weather forecast for any upcoming changes. Use sunscreen with a high SPF, as UV rays can still reach you through clouds. Avoid deep waters if you're not an experienced swimmer. Stay within swimming areas and be cautious around waves. If you're in a group, designate a safe meeting spot in case of emergency. If you're feeling tired, leave the water immediately. Always listen to lifeguard instructions regarding water safety."
Goa Beach,17.6869,80.2707,23.21658087,51.12460011,4.11398128,28.68154721,4.864931525,1.780020678,28.56367687,2,Avoid swimming in rough seas due to strong waves.,"Avoid swimming entirely if the sea is rough and there are warnings. If you must enter the water, always wear a life jacket. Swim only in areas designated by lifeguards. Be extra cautious with strong rip currents – they can quickly carry you out to deeper waters. Always have a buddy when swimming in rough conditions. Stay away from rocks or other hazardous structures in the water. Keep an eye on weather alerts, and get out of the water if conditions worsen."
Mumbai Beach,10.8505,76.2711,23.22871899,83.70878531,2.725675839,64.12233956,2.989008336,1.683200281,30.39265475,2,Moderate winds and waves; be cautious and stay near shore.,"Check the weather forecast for any upcoming changes. Use sunscreen with a high SPF, as UV rays can still reach you through clouds. Avoid deep waters if you're not an experienced swimmer. Stay within swimming areas and be cautious around waves. If you're in a group, designate a safe meeting spot in case of emergency. If you're feeling tired, leave the water immediately. Always listen to lifeguard instructions regarding water safety."
Mumbai Beach,17.6869,79.8083,29.07219551,83.28199405,3.997850075,68.4774742,1.993461139,1.981603118,26.87611815,3,"Rain and moderate waves, stay alert for sudden changes in conditions.","Always check the weather before entering the water, especially with impending storms. Avoid swimming too far from shore as waves may become unpredictable. If there’s lightning, leave the water immediately and seek shelter. Wear a life jacket if you're engaging in water activities. Be cautious of slippery surfaces and rocks along the shore. Keep a close eye on the sea, as sudden storms can make conditions worse. Be prepared to exit the water quickly if conditions change."
